应用包名,com.duowan.live
应用名称,虎牙助手
应用PID,7376
机器内存大小(MB),2774.59MB
机器CPU型号,
Android系统版本,6.0
手机型号,MI 5
UID,10527
时间,栈顶Activity名称,应用占用内存PSS(MB),应用占用内存比(%),机器剩余内存(MB),应用占用CPU率(%),CPU总使用率(%),cpu0总使用率(%),cpu1总使用率(%),cpu2总使用率(%),cpu3总使用率(%),流量(KB),电量(%),电流(mA),温度(C),电压(V),帧率
2017-03-21 15:47:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.76,9.61,888.41,55.46,87.14,90.40,88.85,84.34,84.93,134094,95,N/A,41.2,4.121,-1.0
2017-03-21 15:47:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.62,9.61,887.89,54.18,89.26,91.57,90.66,87.14,87.69,135231,95,N/A,41.2,4.121,-1.0
2017-03-21 15:47:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.65,9.61,887.06,54.60,85.21,89.04,87.56,81.64,82.53,136366,95,N/A,41.2,4.121,-1.0
2017-03-21 15:47:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.14,9.63,876.93,53.44,87.99,91.43,90.30,85.11,85.12,137490,94,N/A,41.7,4.119,-1.0
2017-03-21 15:47:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.88,9.62,875.74,54.64,85.94,90.16,89.08,82.60,81.75,138600,94,N/A,41.7,4.119,-1.0
2017-03-21 15:47:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.34,9.64,874.00,54.17,86.78,90.24,87.80,85.32,83.77,139662,94,N/A,41.7,4.119,-1.0
2017-03-21 15:47:41,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.90,9.58,877.82,53.53,88.90,91.85,91.20,86.26,86.25,140872,94,N/A,41.7,4.119,-1.0
2017-03-21 15:47:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.99,9.62,864.75,52.54,91.25,93.38,91.62,90.38,89.61,141944,94,N/A,41.7,4.119,-1.0
2017-03-21 15:47:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.26,9.63,864.31,53.20,91.85,93.52,92.32,91.61,89.95,143092,94,N/A,41.7,4.119,-1.0
2017-03-21 15:47:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.46,9.64,865.00,53.20,92.40,93.87,93.41,90.88,91.43,144278,94,N/A,41.7,4.119,-1.0
2017-03-21 15:48:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.80,9.65,862.20,53.35,85.34,89.34,87.20,82.83,82.00,145388,94,N/A,41.7,4.119,-1.0
2017-03-21 15:48:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.27,9.67,852.45,54.36,88.11,91.88,90.92,84.68,85.04,146553,94,N/A,41.7,4.119,-1.0
2017-03-21 15:48:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.59,9.64,851.66,55.30,85.16,89.93,87.52,82.27,80.94,147704,94,N/A,41.7,4.119,-1.0
2017-03-21 15:48:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.75,9.65,851.14,54.80,85.27,89.15,88.68,81.64,81.56,148770,94,N/A,42.0,4.106,-1.0
2017-03-21 15:48:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.78,9.58,852.80,53.26,87.82,92.07,88.89,84.38,85.93,149933,94,N/A,42.0,4.106,-1.0
2017-03-21 15:48:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.45,9.68,884.82,52.90,90.40,92.48,92.31,89.08,87.61,150993,94,N/A,42.0,4.106,-1.0
2017-03-21 15:48:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.61,9.61,890.33,54.03,85.14,88.62,87.39,82.32,82.22,152081,94,N/A,42.0,4.106,-1.0
2017-03-21 15:48:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.80,9.62,890.50,53.95,87.09,90.49,89.18,83.87,84.87,153233,94,N/A,42.0,4.106,-1.0
2017-03-21 15:48:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.34,9.64,889.46,53.90,89.19,91.86,91.68,86.73,86.44,154367,94,N/A,42.0,4.106,-1.0
2017-03-21 15:48:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.61,9.65,880.98,51.34,90.57,92.93,91.30,89.37,88.67,155504,94,N/A,42.0,4.106,-1.0
2017-03-21 15:49:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.96,9.66,878.90,52.76,91.01,93.66,91.99,89.47,88.91,156629,94,N/A,42.0,4.106,-1.0
2017-03-21 15:49:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.14,9.59,882.01,52.97,92.16,94.09,93.26,91.21,90.10,157813,94,N/A,42.0,4.106,-1.0
2017-03-21 15:49:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.88,9.69,878.61,55.70,85.58,89.80,87.97,82.50,81.94,159002,94,N/A,42.0,4.106,-1.0
2017-03-21 15:49:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.47,9.68,868.73,55.39,89.01,91.81,90.88,86.56,86.76,160114,93,N/A,42.0,4.096,-1.0
2017-03-21 15:49:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.09,9.66,868.77,55.26,86.26,90.56,88.75,83.36,82.26,161202,93,N/A,42.0,4.096,-1.0
2017-03-21 15:49:34,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.50,9.68,867.55,53.64,87.03,90.62,88.40,84.39,84.78,162282,93,N/A,42.0,4.096,-1.0
2017-03-21 15:49:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.34,9.67,862.02,52.90,88.05,90.66,89.90,86.17,85.50,163387,93,N/A,42.0,4.096,-1.0
2017-03-21 15:49:47,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.27,9.70,856.69,50.40,92.15,94.20,92.66,91.05,90.74,164557,93,N/A,42.0,4.096,-1.0
2017-03-21 15:49:53,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.63,9.68,858.61,56.99,87.40,90.55,88.58,85.27,85.25,165786,93,N/A,42.0,4.096,-1.0
2017-03-21 15:49:59,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.16,9.70,857.53,53.91,86.65,89.95,88.95,83.25,84.39,166867,93,N/A,42.0,4.096,-1.0
2017-03-21 15:50:05,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.73,9.72,857.29,55.18,86.13,89.93,87.33,83.66,83.45,167968,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:11,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.22,9.70,855.32,54.98,86.68,90.09,87.61,83.60,85.42,169114,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:17,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.07,9.70,845.41,52.75,85.54,89.48,87.22,83.08,82.35,170199,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:22,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.27,9.70,888.42,54.28,87.70,90.33,89.53,85.62,85.39,171307,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:28,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.88,9.69,893.91,53.32,85.60,89.25,87.93,82.75,82.39,172411,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:34,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.94,9.69,892.96,53.28,87.90,90.36,89.28,86.49,85.54,173430,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:40,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.87,9.65,886.59,53.75,86.26,89.79,88.03,83.57,83.56,174614,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:46,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.31,9.71,884.34,54.61,86.48,89.66,88.69,84.47,83.19,175709,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:52,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.06,9.73,882.94,54.71,89.34,92.39,90.50,87.39,87.11,176851,93,N/A,42.0,4.101,-1.0
2017-03-21 15:50:58,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.87,9.73,882.08,54.45,91.02,93.13,92.15,89.20,89.58,178020,93,N/A,42.0,4.101,-1.0
2017-03-21 15:51:04,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.75,9.76,870.45,53.86,88.10,90.78,90.07,86.98,84.55,179154,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:10,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.62,9.72,872.41,53.99,85.00,89.72,86.65,83.13,80.43,180232,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:16,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.08,9.73,871.94,55.38,85.64,89.83,87.97,81.90,82.72,181388,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.93,9.76,870.12,53.53,86.01,89.29,87.76,83.11,83.96,182454,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.30,9.74,863.79,53.43,87.44,90.30,89.45,85.43,84.57,183571,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:33,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.73,9.72,861.50,55.99,87.29,90.22,88.83,85.89,84.13,184706,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.68,9.72,860.91,53.61,84.56,88.63,87.04,81.93,80.77,185810,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:45,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.96,9.73,860.58,54.82,87.57,90.59,89.28,85.22,85.22,186961,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.83,9.76,848.71,51.86,89.79,92.61,91.60,87.44,87.54,188085,92,N/A,42.0,4.09,-1.0
2017-03-21 15:51:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.49,9.71,850.43,53.82,90.76,92.79,92.14,89.09,89.02,189194,92,N/A,42.0,4.09,-1.0
2017-03-21 15:52:03,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.48,9.75,866.51,52.80,92.31,94.51,93.07,90.82,90.92,190321,92,N/A,42.2,4.084,-1.0
2017-03-21 15:52:09,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.00,9.73,874.65,52.07,92.82,94.46,92.82,91.54,92.44,191463,92,N/A,42.2,4.084,-1.0
2017-03-21 15:52:15,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.66,9.68,909.14,52.78,86.30,90.17,87.97,84.49,82.62,192636,92,N/A,42.2,4.084,-1.0
2017-03-21 15:52:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.20,9.74,911.48,53.85,86.50,89.37,88.01,84.87,83.84,193834,92,N/A,42.2,4.084,-1.0
2017-03-21 15:52:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.27,9.74,909.61,53.74,86.02,89.78,86.82,84.24,83.31,194924,92,N/A,42.2,4.084,-1.0
2017-03-21 15:52:33,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.33,9.74,910.88,54.33,88.52,91.48,90.22,86.73,85.71,196086,92,N/A,42.2,4.084,-1.0
2017-03-21 15:52:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.46,9.75,910.43,54.32,85.94,89.05,88.21,82.50,84.09,197311,91,N/A,42.5,4.075,-1.0
2017-03-21 15:52:45,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.29,9.74,902.50,52.83,86.22,89.74,87.71,83.22,84.16,198417,91,N/A,42.5,4.075,-1.0
2017-03-21 15:52:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.38,9.74,902.19,54.13,85.97,89.54,87.87,83.83,82.68,199537,91,N/A,42.5,4.075,-1.0
2017-03-21 15:52:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.41,9.78,901.41,53.49,88.35,91.13,89.71,86.37,86.22,200674,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:03,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.25,9.70,903.28,52.74,89.18,91.60,91.03,87.11,86.94,201900,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:09,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.27,9.78,889.70,52.39,91.59,93.91,92.71,90.00,89.67,203087,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:15,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.01,9.77,889.88,54.42,87.41,90.65,88.93,85.06,84.97,204243,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.65,9.79,889.54,54.20,84.02,87.26,86.55,80.45,81.80,205492,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:27,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.30,9.81,891.62,54.88,87.23,90.88,89.30,84.45,84.39,206566,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:32,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.89,9.73,884.53,51.95,89.06,91.64,90.26,87.61,86.85,207702,91,N/A,42.5,4.075,-1.0
2017-03-21 15:53:39,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.16,9.77,881.89,53.73,90.93,93.08,92.09,90.00,88.52,208999,91,N/A,42.5,4.064,-1.0
2017-03-21 15:53:45,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.30,9.78,880.81,53.58,91.68,93.49,92.54,90.59,90.15,210151,91,N/A,42.5,4.064,-1.0
2017-03-21 15:53:51,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.43,9.85,877.24,52.84,92.60,94.13,92.73,92.23,91.28,211317,91,N/A,42.5,4.064,-1.0
2017-03-21 15:53:57,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},274.67,9.90,867.41,55.30,87.66,91.48,89.84,84.68,84.66,212560,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:03,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.38,9.82,868.49,55.20,87.11,91.02,88.93,84.78,83.71,213731,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:09,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.07,9.84,902.57,52.62,89.77,92.19,90.97,88.07,87.80,214860,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:15,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.90,9.80,909.00,54.67,86.26,90.27,87.74,83.80,83.13,216030,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:21,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.88,9.76,903.50,52.85,86.21,90.43,87.99,83.33,82.95,217250,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:26,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.84,9.76,902.28,52.48,82.96,88.18,86.82,77.64,79.12,218340,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:32,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},270.43,9.75,902.69,51.36,85.17,89.10,87.59,82.32,81.74,219483,91,N/A,42.5,4.064,-1.0
2017-03-21 15:54:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.17,9.81,901.05,51.54,83.67,88.09,87.28,79.51,79.72,220694,90,N/A,42.5,4.066,-1.0
2017-03-21 15:54:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},271.92,9.80,894.05,51.37,85.28,89.49,87.62,82.16,81.82,221940,90,N/A,42.5,4.066,-1.0
2017-03-21 15:54:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.93,9.84,893.69,52.95,83.28,87.63,86.51,79.82,79.20,223075,90,N/A,42.5,4.066,-1.0
2017-03-21 15:54:56,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.19,9.85,894.69,52.74,85.61,89.72,88.40,81.72,82.49,224265,90,N/A,42.5,4.066,-1.0
2017-03-21 15:55:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.27,9.85,893.19,51.83,84.93,89.02,87.35,81.91,81.38,225428,90,N/A,42.5,4.066,-1.0
2017-03-21 15:55:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.53,9.86,893.36,52.52,83.67,87.89,85.69,80.42,80.66,226691,90,N/A,42.5,4.069,-1.0
2017-03-21 15:55:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.32,9.81,883.38,51.85,84.92,89.53,88.35,81.15,80.66,227828,90,N/A,42.5,4.069,-1.0
2017-03-21 15:55:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.47,9.86,882.16,52.85,84.47,88.98,87.28,81.13,80.35,229053,90,N/A,42.5,4.069,-1.0
2017-03-21 15:55:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},272.72,9.83,881.53,51.47,85.61,89.41,88.21,82.77,82.00,230108,90,N/A,42.5,4.069,-1.0
2017-03-21 15:55:31,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},273.11,9.84,880.72,51.92,86.93,90.61,89.44,84.01,83.73,231193,90,N/A,42.5,4.069,-1.0
2017-03-21 15:55:38,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},288.44,10.40,843.41,60.26,95.48,96.57,95.56,94.80,94.99,232972,90,N/A,42.5,4.058,-1.0
2017-03-21 15:55:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},278.26,10.03,848.85,56.69,87.55,90.51,89.95,85.48,84.24,234301,89,N/A,42.5,4.058,-1.0
2017-03-21 15:55:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.98,9.66,860.02,52.57,85.78,89.51,87.95,83.28,82.30,235443,89,N/A,42.5,4.058,-1.0
2017-03-21 15:55:56,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.23,9.63,860.46,50.60,85.51,89.60,87.74,82.67,81.88,236565,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:02,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.08,9.63,849.91,50.19,84.11,87.89,87.14,81.23,80.30,237787,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:08,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.46,9.64,849.16,51.72,82.46,87.36,84.79,78.61,79.14,238879,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:14,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.02,9.70,846.68,53.29,83.35,87.48,87.17,79.65,79.07,240009,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.76,9.69,845.45,53.25,84.39,88.54,87.83,80.88,80.38,241141,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},269.13,9.70,887.88,51.98,90.07,92.28,91.68,88.68,87.65,242318,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:31,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.93,9.69,897.45,51.93,88.61,90.89,90.53,87.04,85.98,243426,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:37,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.56,9.68,897.10,50.84,89.18,91.79,90.07,87.25,87.60,244563,89,N/A,42.5,4.058,-1.0
2017-03-21 15:56:44,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.31,9.67,897.02,51.36,90.86,92.99,91.92,89.02,89.53,245666,89,N/A,42.5,4.037,-1.0
2017-03-21 15:56:50,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.82,9.65,890.54,52.10,92.01,93.30,93.09,90.89,90.76,246831,89,N/A,42.5,4.037,-1.0
2017-03-21 15:56:55,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.98,9.66,888.65,54.51,85.85,89.44,87.98,82.22,83.72,247926,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:01,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.35,9.67,888.64,53.34,86.26,89.88,88.18,83.57,83.39,249037,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:07,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.33,9.67,888.94,54.13,89.65,92.79,91.33,87.54,86.95,250232,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:13,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.33,9.67,879.15,54.64,89.74,92.48,90.64,87.88,87.92,251411,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:19,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},265.95,9.59,880.50,54.10,84.89,89.41,86.83,81.93,81.32,252525,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:25,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.09,9.59,879.98,53.32,85.39,89.72,88.54,81.80,81.40,253616,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:31,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.68,9.61,878.68,51.42,87.26,90.05,88.91,85.17,84.83,254745,89,N/A,42.5,4.037,-1.0
2017-03-21 15:57:36,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.93,9.62,869.08,53.11,83.78,88.70,86.08,80.59,79.65,255964,88,N/A,42.5,4.053,-1.0
2017-03-21 15:57:42,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},266.87,9.62,868.34,53.12,84.27,89.02,87.35,81.12,79.55,257132,88,N/A,42.5,4.053,-1.0
2017-03-21 15:57:48,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.29,9.63,867.41,53.19,84.96,88.83,87.63,81.90,81.44,258278,88,N/A,42.5,4.053,-1.0
2017-03-21 15:57:54,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.38,9.64,866.74,52.91,87.85,91.50,90.00,85.59,84.27,259465,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:00,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.62,9.65,866.59,50.27,88.76,91.47,90.22,86.36,87.00,260614,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:06,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.58,9.64,855.75,51.03,84.01,87.48,86.32,81.80,80.53,261700,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:12,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.35,9.64,855.30,51.34,84.14,88.55,87.57,80.62,80.00,262797,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:18,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.63,9.65,856.97,51.28,81.71,86.67,84.96,76.25,78.93,263972,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:23,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.17,9.67,860.09,51.30,83.03,87.24,85.79,80.75,78.27,265073,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:29,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},267.78,9.65,890.48,51.66,89.86,93.04,90.69,87.79,87.99,266300,88,N/A,42.5,4.053,-1.0
2017-03-21 15:58:35,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.20,9.67,894.93,52.14,88.38,91.75,89.86,85.42,86.50,267482,88,N/A,42.5,4.047,-1.0
2017-03-21 15:58:41,ComponentInfo{com.netease.qa.emmagee/com.netease.qa.emmagee.activity.MainPageActivity},268.06,9.66,893.74,52.02,89.15,92.62,90.67,87.33,85.96,268579,88,N/A,42.5,4.047,-1.0
